model,der_mean,jer_mean,der_short_mean,der_turn_mean,rtf_mean,n
pyannote31,0.08397750088351283,0.17683436341148073,0.22926379441113454,0.20211158791835684,0.046153148639801134,86
sortformer_v1,0.07161866340669186,0.14688949485620537,0.2106974978663783,0.16868495574365192,0.00730113120553167,86
