uri,model,audio_sec,infer_sec,rtf,der,jer,der_short,jer_short,der_turn,jer_turn,n_ref_speakers,n_hyp_speakers
eazeq,sortformer_v1,98.624,0.4416086282581091,0.004477699426692378,0.013383590079754934,0.015017391631792141,0.0,0.0,0.013203613620569175,0.013798111837326833,2,2
eddje,pyannote31,456.96,25.722655003890395,0.05629082415067051,0.0898731028667784,0.12331017153058726,0.13976973684213884,0.10538194444446923,0.20504089095744346,0.2769393297622202,4,4
eddje,sortformer_v1,456.96,2.8167590778321028,0.00616412613321101,0.11008431703204058,0.1244597270520478,0.14736842105266845,0.3571428571428881,0.28601063829787177,0.3089357576969164,4,4
eguui,pyannote31,108.8,10.59261345397681,0.09735857954022803,0.031100686300060628,0.07491377483975041,,,0.1834252758274818,0.3436455688173265,3,3
eguui,sortformer_v1,108.8,0.6354100089520216,0.005840165523456081,0.012726956823907664,0.01453668599260217,,,0.05382815112002683,0.03442296859597246,3,3
eucfa,pyannote31,84.096,7.852731589227915,0.09337818194953285,0.11368614074682004,0.4275920445606957,0.0,0.0,0.3507765919389464,0.5448653165928099,4,3
eucfa,sortformer_v1,84.096,0.600877764634788,0.007145140846589469,0.07310901381479949,0.31784244600381495,0.0,0.0,0.18411638445027367,0.291373268906242,4,4
euqef,pyannote31,41.152,3.6583465430885553,0.08889838994674755,0.0334528061224488,0.028631377551020267,,,,,1,2
euqef,sortformer_v1,41.152,0.4209104645997286,0.010228189750187806,0.0079591836734694,0.0079591836734694,,,,,1,1
fqrnu,pyannote31,171.392,16.734954440034926,0.09764139773171984,0.16281893994985647,0.3421590251368845,,,0.34791928956834534,0.46769490418996856,4,4
fqrnu,sortformer_v1,171.392,0.9329197080805898,0.005443192844943695,0.06191524490919119,0.2004496676544708,,,0.0962230215827321,0.2525758334624405,4,4
fuzfh,pyannote31,26.048,1.9709708197042346,0.07566687729208518,0.07407719017094012,0.16835685624291416,,,0.3305647840531561,0.45644335454622925,3,3
fuzfh,sortformer_v1,26.048,0.3158611310645938,0.012126118360895033,0.5412393162393163,0.6264819635198863,,,0.6079734219269107,0.5971162001696356,3,3
fvhrk,pyannote31,1200.064,65.36233073938638,0.05446570411193601,0.04378765060240919,0.03747424024664545,0.0,0.0,0.3797732696897607,0.4829916029678296,4,4
fvhrk,sortformer_v1,1200.064,8.614648257382214,0.007178490694981446,0.14253247931484941,0.4347780750219106,0.0,0.0,0.39379474940329207,0.4750295298842168,4,4
fxnwf,pyannote31,450.176,25.667699205689132,0.05701703157362705,0.20939514009022675,0.4823013719937694,0.3135593220338921,0.5005148005147979,0.3173240874159453,0.5920306669997907,3,3
fxnwf,sortformer_v1,450.176,2.325971595942974,0.005166804973927917,0.19565143651843564,0.40339929981328,0.427966101694902,0.6404761904761781,0.2636887608069169,0.45852702706327036,3,3
fyqoe,pyannote31,311.104,17.980569556355476,0.05779600891134629,0.23379076414477082,0.32950163825938383,0.3823010510510534,0.49327047135316504,0.4340501780384332,0.5057480022318885,3,3
fyqoe,sortformer_v1,311.104,1.4542717766016722,0.004674551843118932,0.1933950893625812,0.24302269898678966,0.2672672672672666,0.33369582348304844,0.3338220662931326,0.36107605660632297,3,3
gcvrb,pyannote31,1200.064,76.12642361130565,0.06343530312658796,0.0719682569684141,0.07591278747935098,0.2136029411764623,0.21038044808637912,0.165981039564666,0.18987468794796036,2,3
gcvrb,sortformer_v1,1200.064,7.64436168409884,0.006369961672126519,0.09063459910796706,0.08179038083450263,0.13071895424837257,0.10638297872341422,0.11637002607413817,0.12294184093756483,2,2
gmmwm,pyannote31,310.592,8.493051391094923,0.02734472037623288,0.0495394823871801,0.0488231646783685,0.2376358695651709,0.2376358695651709,0.11153741537717866,0.1518652134608434,2,2
gmmwm,sortformer_v1,310.592,1.1821205960586667,0.0038060239673226187,0.06863708519162498,0.05794729289453637,0.3043478260869028,0.23913043478261944,0.08486460348162665,0.09510129198504721,2,2
gtjow,pyannote31,1200.064,31.958388533443213,0.026630570147461476,0.07516192754840385,0.0755547375274225,0.0,0.0,0.07722849462361019,0.0640739473647126,4,4
gtjow,sortformer_v1,1200.064,7.493287549354136,0.006244073273887173,0.45617098399787803,0.7089766251916741,0.5350877192979114,0.4066666666664484,0.43569892473115324,0.6976958154274437,4,3
gwloo,pyannote31,871.808,62.013326740823686,0.07113186245231023,0.06006202399022072,0.056738624546347705,0.0,0.0,,,1,2
gwloo,sortformer_v1,871.808,5.8307950887829065,0.006688164238895383,0.01575617553427237,0.015669249265294782,0.0,0.0,,,1,1
gylzn,pyannote31,363.648,21.738032611086965,0.059777676794831716,0.010474331332672997,0.01144203470533055,0.5,0.5,0.07661469933185054,0.1254337892373192,2,2
gylzn,sortformer_v1,363.648,1.8603774067014456,0.005115874160455841,0.008667909795466392,0.0065050347611756145,0.0,0.0,0.03608017817372026,0.04633867276887972,2,2
iabca,pyannote31,179.392,6.251679587177932,0.03484926633951309,0.1422044008483563,0.18243557442367467,0.43925233644859857,0.6341036414565804,0.2543958836234273,0.3380688596859844,3,3
iabca,sortformer_v1,179.392,0.8181736702099442,0.0045608146974778375,0.0645457758925422,0.07517370790364895,0.4859813084112314,0.37267711962834826,0.08512260195655087,0.10658556310048561,3,3
ifwki,pyannote31,386.752,11.83463086001575,0.030600050833649858,0.04727307357422659,0.06331645000866659,0.40478414948451313,0.47163929717595876,0.11036670418950162,0.1333457264282609,2,2
ifwki,sortformer_v1,386.752,2.096623642370105,0.005421106141325978,0.037164417355971556,0.04104609908645185,0.3969072164948584,0.42941712204008364,0.06127642913077434,0.058351214960027264,2,2
isxwc,pyannote31,158.016,8.147673785686493,0.05156233410342303,0.04428393389045171,0.08400112093062163,,,0.19920318725099592,0.2175428554655398,4,4
isxwc,sortformer_v1,158.016,0.8086841003969312,0.005117735548279486,0.06946053284792313,0.343908706509246,,,0.18155947638019332,0.38393279297534655,4,3
jxydp,pyannote31,85.952,3.7647928819060326,0.0438011085478643,0.0,0.0,,,,,1,1
jxydp,sortformer_v1,85.952,0.46818278077989817,0.00544702602359338,0.0,0.0,,,,,1,1
kmunk,pyannote31,406.4,13.104123793542385,0.03224439909828343,0.04412592400248161,0.06946640755674917,0.5502893518518318,0.4916643823099195,0.18117008019072062,0.27442484941159945,2,2
kmunk,sortformer_v1,406.4,2.16793451923877,0.005334484545370989,0.012612296652008442,0.012401205700680179,0.37037037037044057,0.2777777777778304,0.03250975292587837,0.032834342452531494,2,2
laoyl,pyannote31,304.064,18.11168845836073,0.05956538247987506,0.09248956275812593,0.16386113857086407,0.0,0.0,0.23907957793845555,0.40019075709465407,2,2
laoyl,sortformer_v1,304.064,1.639673919416964,0.0053925289393580425,0.030777518405458913,0.030009447316362563,0.16666666666664412,0.16666666666664412,0.027745081553725154,0.03289496320696021,2,3
ledhe,pyannote31,402.752,36.829313565045595,0.09144414817318249,0.017820568237955445,0.021169838448973338,0.17180616740087723,0.16762069055647003,0.037274096385541675,0.039129086028231806,3,3
ledhe,sortformer_v1,402.752,2.2314868830144405,0.005540597894025208,0.0205922882920364,0.04550064452630753,0.24229074889868024,0.1961078676675022,0.10733844468784239,0.0807039136611314,3,4
leneg,pyannote31,394.688,29.340865937061608,0.07433939196798892,0.07153184257057539,0.06956091467906717,0.11637931034483225,0.1657441392375174,0.09498546511627977,0.11069154238388848,2,2
leneg,sortformer_v1,394.688,2.128292452543974,0.005392341425490448,0.02507469056764853,0.024265598319853997,0.29310344827587176,0.34694807643954484,0.07898957497995077,0.07598953785782525,2,2
ljpes,pyannote31,198.4,17.819725960493088,0.0898171671395821,0.02545720211161367,0.020805553059920094,0.0,0.0,0.0,0.0,4,4
ljpes,sortformer_v1,198.4,1.0886776074767113,0.005487286328007617,0.029802804312608042,0.02584474498794686,0.0,0.0,0.06078268109908587,0.05214285714285844,4,4
lkikz,pyannote31,1200.064,47.07247674744576,0.03922497195770039,0.04321139203877647,0.05708951914922872,0.40153631284918917,0.5354128186885492,0.1584813980647203,0.21098533736418823,2,2
lkikz,sortformer_v1,1200.064,7.712234666571021,0.006426519474437214,0.017909138588971616,0.024661891854196052,0.10893854748602846,0.11306102900929885,0.057501946390835244,0.06098604987759908,2,2
lpola,pyannote31,840.448,14.372126988135278,0.017100554690040643,0.153916509329906,0.46131621215634216,,,0.36196767791323725,0.6230647378245258,3,2
lpola,sortformer_v1,840.448,4.5628500282764435,0.005429068816008181,0.16745821654728418,0.4482135291510599,,,0.2253473206691202,0.4851466274625031,3,3
ltgmz,pyannote31,209.664,3.239422948099673,0.015450544433472952,0.08467010204718455,0.09658666717175368,0.0,0.0,0.24922457020057034,0.29130732154829336,2,2
ltgmz,sortformer_v1,209.664,0.749449297785759,0.003574525420605154,0.1391836225190362,0.1467564628006027,0.033333333333301754,0.033333333333301754,0.29484240687679036,0.29961717165106944,2,3
lubpm,pyannote31,82.112,1.2313566077500582,0.014996061571391005,0.015204096316193402,0.021622902984298236,0.0,0.0,,,2,2
lubpm,sortformer_v1,82.112,0.3049604371190071,0.003713956999208485,0.011703760552570977,0.01663031624863684,0.0,0.0,,,2,2
luobn,pyannote31,84.928,4.112892691977322,0.04842799420659055,0.021046071790326828,0.020446191155458253,,,0.027995732107683156,0.036735284914241016,2,2
luobn,sortformer_v1,84.928,0.5087285097688437,0.005990115271392752,0.018802228412256712,0.015909986516107352,,,0.022980958634275024,0.025547445255475094,2,2
mqtep,pyannote31,138.944,10.039201931096613,0.07225358368189065,0.003936473365059968,0.00647846570343307,,,0.013386904761903611,0.03192969504230598,4,4
mqtep,sortformer_v1,138.944,0.7247427385300398,0.005216077977674745,0.005296284924777536,0.010048426380954677,,,0.01619047619047778,0.03761061946903022,4,4
msbyq,pyannote31,38.272,1.989396046847105,0.051980456909675614,0.10561306850084223,0.336874345983009,,,0.2969538417431191,0.47653856243905174,4,4
msbyq,sortformer_v1,38.272,0.3310931120067835,0.00865105330285283,0.011229646266142609,0.00685692273508898,,,0.04415137614678899,0.019927536231884053,4,4
mupzb,pyannote31,496.64,34.980334501713514,0.07043398538521568,0.10248542102317602,0.09469485216536619,0.1338879870129538,0.13923561002247398,0.12438476887261521,0.12404753264621089,2,2
mupzb,sortformer_v1,496.64,2.596588045358658,0.005228310336176422,0.045400995493770684,0.045593365103431024,0.05519480519480003,0.0715526942936571,0.08862653807781433,0.09460835010716344,2,2
mxdpo,pyannote31,196.416,14.686142514459789,0.07477060175576221,0.06736437405487145,0.5104418266065424,0.7083333333333346,0.5,0.19600859004739218,0.5411194037525676,2,2
mxdpo,sortformer_v1,196.416,1.0363607704639435,0.005276356154610334,0.03758911211924804,0.4772276929902731,0.729166666666671,0.5357142857142911,0.1907582938388622,0.4626436781609197,2,2
myjoe,pyannote31,572.224,38.86740768700838,0.06792341405989329,0.08241976203978121,0.0932602425934778,0.2412113844393429,0.30974528979686544,0.13740993824336475,0.1631204215697421,2,2
myjoe,sortformer_v1,572.224,3.326810797676444,0.005813826050072076,0.0566982202058967,0.056291390574480016,0.31807780320363865,0.3276462853385734,0.08584934431228948,0.0884110966562342,2,2
neiye,pyannote31,48.832,1.2475084848701954,0.025546946364478115,0.008547774304806893,0.00847832478084217,,,,,1,1
neiye,sortformer_v1,48.832,0.31157139129936695,0.006380475739256368,0.05690881655529213,0.05690881655529209,,,,,1,1
nprxc,pyannote31,402.048,24.794297120533884,0.0616699924400417,0.1342922443816527,0.5694517239418407,0.21523674242423502,0.24223652972749066,0.1569994924839261,0.18280956924115868,4,3
nprxc,sortformer_v1,402.048,2.240736414678395,0.005573305711453346,0.07571625706400309,0.38301898547719976,0.034848484848483775,0.06601809799064054,0.07941418144907919,0.08152451932596205,4,3
ocfop,pyannote31,1200.064,92.86538133118302,0.07738369064581807,0.05017014925954993,0.052843094736240506,0.0,0.0,0.051988488603327665,0.05724681238674658,2,2
ocfop,sortformer_v1,1200.064,8.904320782981813,0.007419871592666568,0.023808224092082247,0.02374265292153968,0.0,0.0,0.036469328438122464,0.034544293405201446,2,2
olzkb,pyannote31,216.768,9.871980129741132,0.04554168571810015,0.10777302814762274,0.19179451924179697,0.3921568627450997,0.39215686274509964,0.2514828257790379,0.35681665152235276,2,2
olzkb,sortformer_v1,216.768,0.8576853210106492,0.003956697118627515,0.038728294436288,0.015114719634880012,0.07843137254900322,0.07843137254900322,0.03133852691218111,0.031854281873921926,2,3
ooxlj,pyannote31,198.144,5.552482683211565,0.02802246186213847,0.017718220939292522,0.017605888616649884,0.0,0.0,,,1,1
ooxlj,sortformer_v1,198.144,0.7501057963818312,0.003785659905835307,0.04841680243677836,0.046180872267828826,0.0,0.0,,,1,1
oqwpd,pyannote31,237.888,6.987413012422621,0.029372700650821485,0.08457722222222197,0.3202254922810145,0.5,0.5,0.19923903556621989,0.2735571287461925,4,3
oqwpd,sortformer_v1,237.888,0.8951750723645091,0.003763010628381882,0.09231111111111108,0.3452648622358811,0.5,0.5,0.0938250054549422,0.1535183972371532,4,4
otmpf,pyannote31,430.72,10.474534183740616,0.024318662202220967,0.03024380710411899,0.6766735271859444,,,0.5063999368686845,0.8285049922701151,3,1
otmpf,sortformer_v1,430.72,1.8789488086476922,0.004362344002246685,0.014743245224019503,0.4728328204523647,,,0.15782828282828137,0.4367928367928327,3,2
oubab,pyannote31,609.984,14.011423617601395,0.02297014940982287,0.08559774521863253,0.13442329281300114,0.2647613065326368,0.2584444455919526,0.16422952586206668,0.23572179646343505,4,4
oubab,sortformer_v1,609.984,2.9173624627292156,0.004782686861834434,0.13855051186413755,0.29120604344474155,0.4321608040200853,0.37213352685051526,0.2026272577996708,0.37166566901312204,4,4
ouvtt,pyannote31,727.616,16.470628939568996,0.0226364303967601,0.20065405085627766,0.29677245057161034,0.4063456119162565,0.42669686149081965,0.3266174792842552,0.4278754685379961,2,3
ouvtt,sortformer_v1,727.616,4.542573243379593,0.006243091470472877,0.12736838681347248,0.1616625857475577,0.2761674718196251,0.3044481539669871,0.1823886153476625,0.2149403309557431,2,2
pccww,pyannote31,137.024,12.94286858662963,0.09445694613082109,0.07610113716021495,0.07100298489147688,,,0.14124210110584529,0.24638036963376875,3,3
pccww,sortformer_v1,137.024,0.8272131038829684,0.006036994277520496,0.17131396526209214,0.144558237997966,,,0.016192733017377437,0.01770837261334624,3,4
ppexo,pyannote31,178.432,17.14193334337324,0.09606983805244149,0.09977124221002728,0.03278333685919807,0.0552083333333305,0.0552083333333305,,,1,2
ppexo,sortformer_v1,178.432,0.9657169859856367,0.005412240999291813,0.025765045112083013,0.025353530730859344,0.16666666666666313,0.16666666666666313,,,1,1
pxqme,pyannote31,387.136,33.39103093184531,0.08625142309639328,0.1462899037029008,0.14569811251395137,,,,,1,3
pxqme,sortformer_v1,387.136,2.1004628408700228,0.005425645873465714,0.04199962077091861,0.04191050262869807,,,,,1,1
qwepo,pyannote31,439.424,23.256094615906477,0.052924042874095356,0.03117162259819638,0.13151413781304422,0.37837409420288043,0.3689490866545751,0.08039468415256376,0.12811465747597914,4,4
qwepo,sortformer_v1,439.424,2.4121833899989724,0.005489421128565969,0.3884330896106107,0.5481849731059181,0.3840579710144996,0.4135802469135786,0.342576834517966,0.396501329434529,4,4
rmvsh,pyannote31,103.552,5.899195458739996,0.05696843574957505,0.05297954013037262,0.03616718097422553,,,,,2,2
rmvsh,sortformer_v1,103.552,0.5434391861781478,0.005247983488277848,0.027602363006722246,0.017861850777748257,,,,,2,2
sbrmv,pyannote31,188.544,11.628255635499954,0.06167396276465946,0.23895366112029737,0.2889451028467222,0.5,0.5075757575757543,0.42452946719641393,0.4795464121532658,3,3
sbrmv,sortformer_v1,188.544,0.977495520375669,0.005184442466350926,0.20142620917734566,0.2298800285161552,0.3011363636363672,0.20075757575757813,0.3792787286063561,0.41183082813003596,3,3
sexgc,pyannote31,831.296,45.5974480304867,0.05485103745294901,0.10223190976255987,0.39700208616444643,0.35683749999993547,0.40246966489591607,0.2709853213999151,0.32951935759391876,4,3
sexgc,sortformer_v1,831.296,5.4087351420894265,0.006506388990310823,0.13176650263023948,0.4224633521676793,0.4929999999999984,0.5107560515823345,0.39816486161251574,0.4803290997167667,4,4
sfdvy,pyannote31,336.576,23.685713458806276,0.07037255615018978,0.019260962721283865,0.019259947979574105,,,,,1,1
sfdvy,sortformer_v1,336.576,1.6703536538407207,0.004962783008416288,0.009147959661556867,0.009135125023383449,,,,,1,1
svxzm,pyannote31,1005.696,60.16452552936971,0.05982376933921355,0.00476127658434726,0.004741065086343424,,,,,1,1
svxzm,sortformer_v1,1005.696,5.8486876878887415,0.005815562245339289,0.005785610971232723,0.005764273247901327,,,,,1,1
sxqvt,pyannote31,319.616,4.5248893359676,0.014157267896374401,0.1067439445354547,0.5487782741883599,0.04652122641508008,0.04652122641508008,,,2,1
sxqvt,sortformer_v1,319.616,1.1562345921993256,0.003617574189650473,0.0742335595600282,0.3063375753009979,0.0,0.0,,,2,2
tiido,pyannote31,350.016,10.108872857876122,0.028881173597424464,0.19028455818844034,0.19231526465747945,0.38529013015182795,0.43817630261441587,0.24086017000791984,0.28245578844209895,2,3
tiido,sortformer_v1,350.016,1.5749101592227817,0.004499537618916797,0.10807765969431792,0.11368666520406404,0.2114967462039053,0.2374832508761073,0.11650722076655755,0.13111898976571082,2,2
tkhgs,pyannote31,262.144,6.760049559175968,0.025787542568878052,0.00844695544968242,0.007365986805030234,0.09822843309857765,0.11433145491801648,0.031746031746031654,0.038026721479958975,2,2
tkhgs,sortformer_v1,262.144,1.0283377235755324,0.003922797102262621,0.011367435640254166,0.010592145841960821,0.29577464788732155,0.33060109289617273,0.050622050622051114,0.05990877401171936,2,2
tvtoe,pyannote31,705.28,17.507711020298302,0.02482377356553185,0.005101656085719984,0.3368248896149697,,,0.13899138991389864,0.4641203703703701,3,2
tvtoe,sortformer_v1,705.28,3.6488165762275457,0.005173571597418821,0.0018815891528539046,0.0022595285547130045,,,0.0036900369003656495,0.0019047619047601724,3,3
uicid,pyannote31,1200.064,52.90848800819367,0.04408805531054483,0.07779176900532424,0.07766161825009282,0.0,0.0,,,1,1
uicid,sortformer_v1,1200.064,9.179399469867349,0.007649091606670435,0.0349968556817217,0.03442159008023133,0.0,0.0,,,1,1
vdlvr,pyannote31,1200.064,61.58177662268281,0.051315410363682944,0.027535713505005336,0.030820939164193213,0.3630531832298136,0.5064870811439262,0.11985426156271124,0.16838010033262726,4,4
vdlvr,sortformer_v1,1200.064,8.50095221400261,0.007083749045053105,0.1278538014252608,0.17676595935207606,0.5652173913043421,0.4872431163261463,0.12797827610370927,0.1446049830367985,4,4
vgaez,pyannote31,177.088,4.989450925029814,0.028174980377156073,0.3420087314331593,0.47195184934255097,,,0.4692666592460664,0.6140246015793791,4,4
vgaez,sortformer_v1,177.088,0.8562956908717752,0.004835424709024752,0.09554395824969919,0.12617945287334326,,,0.21490056396556817,0.2522992980457263,4,4
vylyk,pyannote31,161.088,4.799886583350599,0.029796673764343706,0.6213110649366178,0.8703632159610214,0.11113281249999983,0.11113281249999983,0.47058823529411753,0.5824725453952375,3,1
vylyk,sortformer_v1,161.088,0.8274368550628424,0.005136551791957454,0.19158096149246692,0.4490916919246109,0.0,0.0,0.2941176470588236,0.28776041666666674,3,2
wcxfk,pyannote31,155.648,4.837627657689154,0.03108056420698727,0.12926320295360916,0.19802445616859296,0.34761904761904755,0.31231581585474355,0.22741597115122944,0.33308769968006985,3,3
wcxfk,sortformer_v1,155.648,0.7448028353974223,0.0047851744667289165,0.09861415806089137,0.14061132613595154,0.2785714285714339,0.28814610285794395,0.13426471922344188,0.18482657384699142,3,3
wdvva,pyannote31,65.856,2.1580321108922362,0.03276895212117706,0.019129723837209293,0.021540519851975887,0.0,0.0,0.05443232662192308,0.05920535228186152,2,2
wdvva,sortformer_v1,65.856,0.34275961853563786,0.0052046832260635,0.048691860465116414,0.053161799181807586,0.0,0.0,0.07695749440715911,0.08208014839476284,2,2
wibky,pyannote31,302.912,13.495129531249404,0.04455132028856369,0.06335453100158996,0.053972810529137806,,,,,1,2
wibky,sortformer_v1,302.912,1.4060569889843464,0.00464180022245519,0.009023331757830846,0.008949308559374133,,,,,1,1
wprog,pyannote31,1200.064,72.45167683809996,0.06037317746228531,0.21118837409795976,0.3125158654129002,0.013479477611465585,0.013479477611465585,0.27701776079132173,0.19693293422221061,2,4
wprog,sortformer_v1,1200.064,9.221838479861617,0.007684455562254693,0.13331630372309927,0.11264746961461478,0.0,0.0,0.09442446043161283,0.07942459776380473,2,3
xkgos,pyannote31,1062.528,46.15756625216454,0.043441270490908984,0.048048937782518966,0.2736742388835381,0.4808006535947948,0.5669652317521833,0.23457540999298412,0.3490628818380266,4,4
xkgos,sortformer_v1,1062.528,6.463878575712442,0.006083490106343026,0.047721895990875465,0.3143932223181899,0.47385620915023474,0.7236818098886862,0.20847425180269544,0.30918833102887544,4,3
xkmqx,pyannote31,50.112,1.486308348365128,0.029659729173952907,0.09188163785922528,0.4536978529551108,,,0.23548750000000035,0.4529361127243224,3,2
xkmqx,sortformer_v1,50.112,0.32380485627800226,0.006461623089838806,0.053415243648480035,0.09781525843672433,,,0.22500000000000253,0.17200000000000248,3,3
xlyov,pyannote31,658.112,15.36997785884887,0.023354653704610873,0.014959551978740326,0.014860576564253025,,,,,1,2
xlyov,sortformer_v1,658.112,3.2829963210970163,0.004988507003514624,0.005593303947933432,0.005562412963666087,,,,,1,1
xtdcl,pyannote31,306.432,7.657875465229154,0.024990456170468987,0.057452744646716784,0.0777619093025016,,,0.32379518072290037,0.30714285714287015,2,2
xtdcl,sortformer_v1,306.432,1.2141712680459023,0.003962286145199921,0.060089279486641896,0.12300051854721922,,,0.5271084337349318,0.7155797101449293,2,2
ylgug,pyannote31,1200.064,74.35177589673549,0.06195650890013823,0.0405233912940626,0.6800707379902603,0.0,0.0,0.2826086956521804,0.6413043478260902,3,1
ylgug,sortformer_v1,1200.064,8.978274831548333,0.007481496679800688,0.02182635438845512,0.354901010843357,0.0,0.0,0.2826086956521804,0.6413043478260902,3,2
ylzez,pyannote31,1200.064,38.467181311920285,0.03205427486527409,0.0734534305434163,0.05912224398038794,0.15555555555557485,0.3500000000000959,0.038581583774962534,0.04306874400837558,2,2
ylzez,sortformer_v1,1200.064,8.078681982122362,0.006731875951717876,0.03400238679183272,0.031883265772072476,0.22222222222218888,0.5,0.05055034651447713,0.049393299524149295,2,2
ytmef,pyannote31,513.408,41.009853368625045,0.07987770616863205,0.034487730704697794,0.2696410579227938,,,,,4,3
ytmef,sortformer_v1,513.408,3.0894352504983544,0.006017505084646819,0.012709731543624142,0.011369501604094475,,,,,4,4
zfzlc,pyannote31,1200.064,96.19814399257302,0.08016084474875758,0.04992313924776266,0.0464987170877075,1.0,1.0,0.04895780424624168,0.05652585147121027,2,2
zfzlc,sortformer_v1,1200.064,7.860489968210459,0.006550058970363629,0.08380880991225308,0.2176439421664568,0.6562500000000402,0.5,0.35580048760666216,0.301886782011881,2,3
zztbo,pyannote31,116.8,2.6496477173641324,0.022685340045925793,0.04791088765603324,0.04782619444959512,,,,,1,2
zztbo,sortformer_v1,116.8,0.5203984677791595,0.004455466333725682,0.006538537745195132,0.006536595028226172,,,,,1,1
