model,der_mean,jer_mean,der_short_mean,der_turn_mean,rtf_mean,n
pyannote31,0.08397570495973342,0.17683220651238055,0.22906532407487912,0.20209531849232187,0.050640014400280375,86
sortformer_v1,0.07160928456072368,0.14692264778126,0.2106974978663783,0.16872093440830377,0.0056088657751352505,86
